Entry	Entry.Name	Gene.Names	Cross-reference	Gene.Names2	Gene.Names3
A0A090M634	A0A090M634_OSTTA	OT_ostta04g02500	CAID01000004;		
Q01AV7	Q01AV7_OSTTA	OT_ostta04g02770	CAID01000004;		
A0A1Y5IC78	A0A1Y5IC78_OSTTA	BE221DRAFT_72873	KZ155780;		
Q00Y56	Q00Y56_OSTTA	OT_ostta12g00960	CAID01000012;		
Q00TM4	Q00TM4_OSTTA	OT_ostta17g00590	CAID01000017;		
A0A1Y5IP13	A0A1Y5IP13_OSTTA	BE221DRAFT_68077	KZ155773;		
A0A1Y5I1T2	A0A1Y5I1T2_OSTTA	BE221DRAFT_142819	KZ155839;		
A0A1Y5IC05	A0A1Y5IC05_OSTTA	BE221DRAFT_198497	KZ155780;		
A0A1Y5I2X0	A0A1Y5I2X0_OSTTA	BE221DRAFT_79074	KZ155826;		
A0A090N4I5	A0A090N4I5_OSTTA	OT_ostta12g02330	CAID01000012;		
A0A090LXK2	A0A090LXK2_OSTTA	OT_ostta01g01040	CAID01000001;		
Q00T59	Q00T59_OSTTA	OT_ostta17g02075	CAID01000017;		
Q016G8	Q016G8_OSTTA	OT_ostta06g04070	CAID01000006;		
A0A090M3W9	A0A090M3W9_OSTTA	OT_ostta01g03560	CAID01000001;		
A0A454XWA4	A0A454XWA4_OSTTA	BE221DRAFT_195161	KZ155835;		
A0A1Y5HXN6	A0A1Y5HXN6_OSTTA	BE221DRAFT_46037	KZ155839;		
A0A1Y5HYX7	A0A1Y5HYX7_OSTTA	BE221DRAFT_187157	KZ155838;		
A0A1Y5IIV4	A0A1Y5IIV4_OSTTA	BE221DRAFT_6162	KZ155771;		
A0A090MAD7	A0A090MAD7_OSTTA	OT_ostta11g02520	CAID01000011;		
A0A090M4L2	A0A090M4L2_OSTTA	OT_ostta09g03610	CAID01000009;		
Q01GP7	Q01GP7_OSTTA	OT_ostta01g01870	CAID01000001;		
A0A096P7G4	A0A096P7G4_OSTTA	OT_ostta03g00590	CAID01000003;		
A0A1Y5I783	A0A1Y5I783_OSTTA	BE221DRAFT_193093	KZ155790;		
A0A090M255	A0A090M255_OSTTA	OT_ostta06g01740	CAID01000006;		
A0A090M8X9	A0A090M8X9_OSTTA	OT_ostta07g00490	CAID01000007;		
A0A096P9S7	A0A096P9S7_OSTTA	OT_ostta18g01580	CAID01000018;		
A0A1Y5IH32	A0A1Y5IH32_OSTTA	BE221DRAFT_172999	KZ155776;		
A0A1Y5IFX8	A0A1Y5IFX8_OSTTA	BE221DRAFT_191519	KZ155780;		
A0A1Y5I435	A0A1Y5I435_OSTTA	BE221DRAFT_193726	KZ155825;		
A0A1Y5IMH9	A0A1Y5IMH9_OSTTA	BE221DRAFT_144027	KZ155774;		
A0A1Y5IHT6	A0A1Y5IHT6_OSTTA	BE221DRAFT_70016	KZ155776;		
A0A090M313	A0A090M313_OSTTA	OT_ostta07g01250	CAID01000007;		
A0A1Y5II94	A0A1Y5II94_OSTTA	BE221DRAFT_73969	KZ155782;		
Q01F36	Q01F36_OSTTA	OT_ostta02g00630	CAID01000002;		
A0A454XLP5	A0A454XLP5_OSTTA	BE221DRAFT_189697	KZ155774;		
A0A1Y5I361	A0A1Y5I361_OSTTA	BE221DRAFT_79420	KZ155826;		
A0A090MBV7	A0A090MBV7_OSTTA	OT_ostta11g01020	CAID01000011;		
A0A1Y5I753	A0A1Y5I753_OSTTA	BE221DRAFT_199418	KZ155790;		
A0A1Y5IBR5	A0A1Y5IBR5_OSTTA	BE221DRAFT_73363	KZ155780;		
Q3B9U8	Q3B9U8_OSTTA		AY954732;		
A0A1Y5I0S2	A0A1Y5I0S2_OSTTA	BE221DRAFT_176110	KZ155835;		
A0A1Y5IBX3	A0A1Y5IBX3_OSTTA	BE221DRAFT_205088	KZ155780;		
Q00YM4	Q00YM4_OSTTA	OT_ostta11g02620	CAID01000011;		
A0A090N449	A0A090N449_OSTTA	OT_ostta10g00030	CAID01000010;		
A0A096P845	A0A096P845_OSTTA	OT_ostta13g01880	CAID01000013;		
A0A096P8G3	A0A096P8G3_OSTTA	OT_ostta17g01270	CAID01000017;		
A0A090N4P4	A0A090N4P4_OSTTA	OT_ostta02g02810	CAID01000002;		
A0A1Y5HYG5	A0A1Y5HYG5_OSTTA	BE221DRAFT_102832	KZ155838;		
A0A1Y5IHP5	A0A1Y5IHP5_OSTTA	BE221DRAFT_72285	KZ155778;		
A0A1Y5ICP8	A0A1Y5ICP8_OSTTA	BE221DRAFT_115302	KZ155785;		
A0A1Y5IE88	A0A1Y5IE88_OSTTA	BE221DRAFT_69400	KZ155776;		
Q019F8	Q019F8_OSTTA	OT_ostta05g02060	CAID01000005;		
A0A1Y5I397	A0A1Y5I397_OSTTA	BE221DRAFT_195958	KZ155838;		
Q01GF4	Q01GF4_OSTTA	OT_ostta01g02780	CAID01000001;		
A0A096P8V8	A0A096P8V8_OSTTA	OT_ostta16g01250	CAID01000016;		
A0A1Y5I2V7	A0A1Y5I2V7_OSTTA	BE221DRAFT_79343	KZ155826;		
A0A090MBI9	A0A090MBI9_OSTTA	OT_ostta10g02660	CAID01000010;		
A0A1Y5HWJ9	A0A1Y5HWJ9_OSTTA	BE221DRAFT_64840	KZ155840;		
A0A090N2Q3	A0A090N2Q3_OSTTA	OT_ostta01g02450	CAID01000001;		
A0A1Y5IJ05	A0A1Y5IJ05_OSTTA	BE221DRAFT_69295	KZ155774;		
A0A1Y5HZZ6	A0A1Y5HZZ6_OSTTA	BE221DRAFT_187617	KZ155838;		
A0A1Y5I0H3	A0A1Y5I0H3_OSTTA	BE221DRAFT_195070	KZ155835;		
Q01FM8	Q01FM8_OSTTA	OT_ostta01g05630	CAID01000001;		
A0A1Y5I6F0	A0A1Y5I6F0_OSTTA	BE221DRAFT_146681	KZ155791;		
Q01AF5	Q01AF5_OSTTA	OT_ostta04g04280	CAID01000004;		
A0A096P8U1	A0A096P8U1_OSTTA	OT_ostta16g02430	CAID01000016;		
A0A1Y5I1A7	A0A1Y5I1A7_OSTTA	BE221DRAFT_207749	KZ155832;		
A0A090N4I1	A0A090N4I1_OSTTA	OT_ostta12g02070	CAID01000012;		
A0A090M1G9	A0A090M1G9_OSTTA	OT_ostta05g03800	CAID01000005;		
Q016U0	Q016U0_OSTTA	OT_ostta06g02870	CAID01000006;		
A0A454Y6C7	A0A454Y6C7_OSTTA	BE221DRAFT_208468	KZ155820;		
A5H1G7	A5H1G7_OSTTA		DQ649078;		
A0A096P8M5	A0A096P8M5_OSTTA	OT_ostta16g01700	CAID01000016;		
A0A1Y5IGV8	A0A1Y5IGV8_OSTTA	BE221DRAFT_189163	KZ155772;		
A0A454Y6D2	A0A454Y6D2_OSTTA	BE221DRAFT_208275	KZ155793;		
A0A090M8E1	A0A090M8E1_OSTTA	OT_ostta08g01520	CAID01000008;		
A0A1Y5I8L9	A0A1Y5I8L9_OSTTA	BE221DRAFT_76203	KZ155785;		
A0A090M442	A0A090M442_OSTTA	OT_ostta04g00580	CAID01000004;		
A0A1Y5IBE5	A0A1Y5IBE5_OSTTA	BE221DRAFT_198348	KZ155780;		
A0A1Y5ICF2	A0A1Y5ICF2_OSTTA	BE221DRAFT_211621	KZ155778;		
A0A1Y5IAV0	A0A1Y5IAV0_OSTTA	BE221DRAFT_193015	KZ155790;		
A0A1Y5IIJ2	A0A1Y5IIJ2_OSTTA	BE221DRAFT_8714	KZ155780;		
A0A090M2H3	A0A090M2H3_OSTTA	OT_ostta06g03250	CAID01000006;		
A0A1Y5ICS1	A0A1Y5ICS1_OSTTA	BE221DRAFT_200741	KZ155803;		
A0A1Y5IGZ6	A0A1Y5IGZ6_OSTTA	BE221DRAFT_190894	KZ155778;		
A0A454XUI1	A0A454XUI1_OSTTA	BE221DRAFT_204542	KZ155778;		
A0A1Y5HWP9	A0A1Y5HWP9_OSTTA	BE221DRAFT_164585	KZ155840;		
A0A090MCJ6	A0A090MCJ6_OSTTA	OT_ostta12g00910	CAID01000012;		
A0A090M5M1	A0A090M5M1_OSTTA	OT_ostta03g05940	CAID01000003;		
A0A1Y5I9J0	A0A1Y5I9J0_OSTTA	BE221DRAFT_192216	KZ155784;		
Q015M9	Q015M9_OSTTA	OT_ostta07g01410	CAID01000007;		
A0A090M2L3	A0A090M2L3_OSTTA	OT_ostta06g03930	CAID01000006;		
A0A096P9W3	A0A096P9W3_OSTTA	OT_ostta20g00330	CAID01000020;		
A0A090M6G2	A0A090M6G2_OSTTA	OT_ostta06g01080	CAID01000006;		
Q011V6	Q011V6_OSTTA	OT_ostta09g01680	CAID01000009;		
A0A096P8L6	A0A096P8L6_OSTTA	OT_ostta13g02895	CAID01000013;		
Q00SG4	Q00SG4_OSTTA	OT_ostta18g01880	CAID01000018;		
A0A1Y5I9P6	A0A1Y5I9P6_OSTTA	BE221DRAFT_74871	KZ155784;		
A0A096PBB1	A0A096PBB1_OSTTA	OT_ostta19g00580	CAID01000019;		
A0A090M1J4	A0A090M1J4_OSTTA	OT_ostta05g03400	CAID01000005;		
A0A1Y5IBA2	A0A1Y5IBA2_OSTTA	BE221DRAFT_191265	KZ155780;		
A0A1Y5IIJ0	A0A1Y5IIJ0_OSTTA	BE221DRAFT_72563	KZ155780;		
A0A090LZL6	A0A090LZL6_OSTTA	OT_ostta03g05660	CAID01000003;		
Q00S34	Q00S34_OSTTA	OT_ostta19g00610	CAID01000019;		
A0A090N4B6	A0A090N4B6_OSTTA	OT_ostta11g01070	CAID01000011;		
A0A1Y5I5T4	A0A1Y5I5T4_OSTTA	BE221DRAFT_200195	KZ155831;		
A0A096PAH9	A0A096PAH9_OSTTA	OT_ostta19g00570	CAID01000019;		
A0A1Y5I7Y6	A0A1Y5I7Y6_OSTTA	BE221DRAFT_195712	KZ155789;		
A0A096P7P1	A0A096P7P1_OSTTA	OT_ostta13g02560	CAID01000013;		
A0A090MCW9	A0A090MCW9_OSTTA	OT_ostta08g03160	CAID01000008;		
A0A1Y5I0G7	A0A1Y5I0G7_OSTTA	BE221DRAFT_195029	KZ155835;		
A0A1Y5I7S0	A0A1Y5I7S0_OSTTA	BE221DRAFT_146676	KZ155790;		
A0A1Y5IIC7	A0A1Y5IIC7_OSTTA	BE221DRAFT_73562	KZ155781;		
A0A1Y5IBR4	A0A1Y5IBR4_OSTTA	BE221DRAFT_191422	KZ155780;		
A0A454Y5D3	A0A454Y5D3_OSTTA	BE221DRAFT_70980	KZ155777;		
A0A096P7L7	A0A096P7L7_OSTTA	OT_ostta03g00430	CAID01000003;		
Q016P0	Q016P0_OSTTA	OT_ostta06g03370	CAID01000006;		
A0A1Y5I4U3	A0A1Y5I4U3_OSTTA	BE221DRAFT_200970	KZ155814;		
A0A096P9J3	A0A096P9J3_OSTTA	OT_ostta17g01990	CAID01000017;		
A0A1Y5II31	A0A1Y5II31_OSTTA	BE221DRAFT_188488	KZ155771;		
A0A090M476	A0A090M476_OSTTA	OT_ostta01g04300	CAID01000001;		
A0A1Y5I844	A0A1Y5I844_OSTTA	BE221DRAFT_194599	KZ155832;		
A0A090N343	A0A090N343_OSTTA	OT_ostta04g01060	CAID01000004;		
A0A1Y5IA53	A0A1Y5IA53_OSTTA	BE221DRAFT_117973	KZ155826;		
A0A1Y5IDR5	A0A1Y5IDR5_OSTTA	BE221DRAFT_190052	KZ155776;		
A0A090M656	A0A090M656_OSTTA	OT_ostta11g02930	CAID01000011;		
A0A090M2H7	A0A090M2H7_OSTTA	OT_ostta06g03320	CAID01000006;		
A0A090MA70	A0A090MA70_OSTTA	OT_ostta09g01300	CAID01000009;		
A0A090N384	A0A090N384_OSTTA	OT_ostta04g03870	CAID01000004;		
A0A1Y5ILN4	A0A1Y5ILN4_OSTTA	BE221DRAFT_173057	KZ155776;		
A0A1Y5I4Q6	A0A1Y5I4Q6_OSTTA	BE221DRAFT_142851	KZ155839;		
A0A1Y5I4Z7	A0A1Y5I4Z7_OSTTA	BE221DRAFT_64451	KZ155839;		
A0A1Y5I1R0	A0A1Y5I1R0_OSTTA	BE221DRAFT_194877	KZ155832;		
A0A1Y5I5N6	A0A1Y5I5N6_OSTTA	BE221DRAFT_79018	KZ155826;		
A0A1Y5IK68	A0A1Y5IK68_OSTTA	BE221DRAFT_143959	KZ155772;		
A0A454XLT8	A0A454XLT8_OSTTA	BE221DRAFT_204362	KZ155777;		
A0A454XXK1	A0A454XXK1_OSTTA	BE221DRAFT_189910	KZ155774;		
A0A090M8A9	A0A090M8A9_OSTTA	OT_ostta08g01000	CAID01000008;		
A0A090N3A4	A0A090N3A4_OSTTA	OT_ostta04g05270	CAID01000004;		
A0A1Y5ICU6	A0A1Y5ICU6_OSTTA	BE221DRAFT_145723	KZ155783;		
Q0P3G3	Q0P3G3_OSTTA	OtMtg00280	KC967294;KC967295;KC967296;KC967297;KC967298;KC967299;KC967300;KC967301;KC967302;KC967303;KC967304;KC967305;KC967306;CR954200;	OtMtg00280	
Q3B9U7	Q3B9U7_OSTTA	OT_ostta16g00450	AY954733;CAID01000016;		
A0A1Y5IE63	A0A1Y5IE63_OSTTA	BE221DRAFT_146604	KZ155790;		
A0A090M122	A0A090M122_OSTTA	OT_ostta05g01620	CAID01000005;		
A0A090M3T8	A0A090M3T8_OSTTA	OT_ostta07g04150	CAID01000007;		
A0A096PAY1	A0A096PAY1_OSTTA	OT_ostta14g01860	CAID01000014;		
A0A090M5U6	A0A090M5U6_OSTTA	OT_ostta04g01120	CAID01000004;		
A0A096PBW3	A0A096PBW3_OSTTA	OT_ostta14g02240	CAID01000014;		
A0A1Y5I704	A0A1Y5I704_OSTTA	BE221DRAFT_213441	KZ155790;		
A0A1Y5I776	A0A1Y5I776_OSTTA	BE221DRAFT_85469	KZ155838;		
A0A1Y5I973	A0A1Y5I973_OSTTA	BE221DRAFT_23710	KZ155827;		
A0A090M328	A0A090M328_OSTTA	OT_ostta07g00960	CAID01000007;		
A0A1Y5I0E3	A0A1Y5I0E3_OSTTA	BE221DRAFT_187671	KZ155838;		
A0A090N3M3	A0A090N3M3_OSTTA	OT_ostta06g02430	CAID01000006;		
A0A090M3M6	A0A090M3M6_OSTTA	OT_ostta03g04760	CAID01000003;		
A0A1Y5IJZ7	A0A1Y5IJZ7_OSTTA	BE221DRAFT_166278	KZ155778;		
A0A090MA48	A0A090MA48_OSTTA	OT_ostta11g01270	CAID01000011;		
Q00S75	Q00S75_OSTTA	OT_ostta19g00480	CAID01000019;		
A0A1Y5I670	A0A1Y5I670_OSTTA	BE221DRAFT_80106	KZ155831;		
A0A1Y5IAL5	A0A1Y5IAL5_OSTTA	BE221DRAFT_145809	KZ155783;		
A0A1Y5I9G0	A0A1Y5I9G0_OSTTA	BE221DRAFT_74701	KZ155784;		
A0A1Y5HZI3	A0A1Y5HZI3_OSTTA	BE221DRAFT_187405	KZ155838;		
A0A096P9C9	A0A096P9C9_OSTTA	OT_ostta20g00130	CAID01000020;		
A0A090MCE9	A0A090MCE9_OSTTA	OT_ostta08g00580	CAID01000008;		
A0A090LY43	A0A090LY43_OSTTA	OT_ostta01g04520	CAID01000001;		
Q00XG6	Q00XG6_OSTTA	OT_ostta13g00160	CAID01000013;		
A0A090N459	A0A090N459_OSTTA	OT_ostta10g00720	CAID01000010;		
Q012T3	Q012T3_OSTTA	OT_ostta08g03660	CAID01000008;		
A0A1Y5I2G0	A0A1Y5I2G0_OSTTA	BE221DRAFT_174859	KZ155827;		
A0A1Y5I9N4	A0A1Y5I9N4_OSTTA	BE221DRAFT_75187	KZ155784;		
A0A1Y5HYB8	A0A1Y5HYB8_OSTTA	BE221DRAFT_45490	KZ155839;		
Q01A94	Q01A94_OSTTA	OT_ostta04g04830	CAID01000004;		
A0A1Y5IAB8	A0A1Y5IAB8_OSTTA	BE221DRAFT_74246	KZ155783;		
A0A1Y5IGB1	A0A1Y5IGB1_OSTTA	BE221DRAFT_189928	KZ155774;		
A0A090M3R1	A0A090M3R1_OSTTA	OT_ostta03g05160	CAID01000003;		
A0A096PBZ0	A0A096PBZ0_OSTTA	OT_ostta14g02910	CAID01000014;		
A0A1Y5IHH9	A0A1Y5IHH9_OSTTA	BE221DRAFT_67217	KZ155772;		
A0A096PAB4	A0A096PAB4_OSTTA	OT_ostta15g00270	CAID01000015;		
A0A1Y5ID51	A0A1Y5ID51_OSTTA	BE221DRAFT_191080	KZ155778;		
A0A090M6L0	A0A090M6L0_OSTTA	OT_ostta04g05280	CAID01000004;		
A0A1Y5IMZ6	A0A1Y5IMZ6_OSTTA	BE221DRAFT_58924	KZ155774;		
Q01F67	Q01F67_OSTTA	OT_ostta02g00410	CAID01000002;		
A0A1Y5IG39	A0A1Y5IG39_OSTTA	BE221DRAFT_12403	KZ155785;		
Q012Z6	Q012Z6_OSTTA	OT_ostta08g03030	CAID01000008;		
Q01GU4	Q01GU4_OSTTA	OT_ostta01g01380	CAID01000001;		
A0A096P9A8	A0A096P9A8_OSTTA	OT_ostta17g01070	CAID01000017;		
A0A1Y5IC76	A0A1Y5IC76_OSTTA	BE221DRAFT_83409	KZ155814;		
A0A1Y5IFL6	A0A1Y5IFL6_OSTTA	BE221DRAFT_8625	KZ155780;		
A0A1Y5IJ60	A0A1Y5IJ60_OSTTA	BE221DRAFT_189469	KZ155773;		
Q00S79	Q00S79_OSTTA	OT_ostta19g00385	CAID01000019;		
A0A090M3L0	A0A090M3L0_OSTTA	OT_ostta01g01860	CAID01000001;		
A0A1Y5IDC4	A0A1Y5IDC4_OSTTA	BE221DRAFT_72184	KZ155778;		
A0A090M610	A0A090M610_OSTTA	OT_ostta04g02150	CAID01000004;		
A0A090M4P7	A0A090M4P7_OSTTA	OT_ostta09g04070	CAID01000009;		
A0A1Y5IAW2	A0A1Y5IAW2_OSTTA	BE221DRAFT_191743	KZ155781;		
A0A090MDA9	A0A090MDA9_OSTTA	OT_ostta20g00960	CAID01000020;		
A0A1Y5I480	A0A1Y5I480_OSTTA	BE221DRAFT_64085	KZ155839;		
A0A1Y5IMR8	A0A1Y5IMR8_OSTTA	BE221DRAFT_65514	KZ155771;		
Q016H4	Q016H4_OSTTA	OT_ostta06g04010	CAID01000006;		
A0A090LY77	A0A090LY77_OSTTA	OT_ostta01g05155	CAID01000001;		
A0A1Y5IBS3	A0A1Y5IBS3_OSTTA	BE221DRAFT_73417	KZ155780;		
A0A090M8K2	A0A090M8K2_OSTTA	OT_ostta09g01930	CAID01000009;		
A0A1Y5I7F4	A0A1Y5I7F4_OSTTA	BE221DRAFT_76750	KZ155790;		
A0A1Y5ILF4	A0A1Y5ILF4_OSTTA	BE221DRAFT_67529	KZ155772;		
A0A090M742	A0A090M742_OSTTA	OT_ostta02g00360	CAID01000002;		
A0A1Y5IAS8	A0A1Y5IAS8_OSTTA	BE221DRAFT_170402	KZ155791;		
A0A090M1T2	A0A090M1T2_OSTTA	OT_ostta05g04600	CAID01000005;		
A0A1Y5I9Z8	A0A1Y5I9Z8_OSTTA	BE221DRAFT_78792	KZ155826;		
A0A1Y5I7Z7	A0A1Y5I7Z7_OSTTA	BE221DRAFT_195291	KZ155787;		
A0A454Y578	A0A454Y578_OSTTA	BE221DRAFT_190267	KZ155776;		
Q6PYZ5	Q6PYZ5_OSTTA	ss3c	AY570702;		ss3c
A0A1Y5IBI6	A0A1Y5IBI6_OSTTA	BE221DRAFT_191476	KZ155780;		
A0A090MDD8	A0A090MDD8_OSTTA	OT_ostta02g00530	CAID01000002;		
A0A090M8J4	A0A090M8J4_OSTTA	OT_ostta08g01700	CAID01000008;		
A0A1Y5I0X2	A0A1Y5I0X2_OSTTA	BE221DRAFT_186984	KZ155838;		
A0A090MAG6	A0A090MAG6_OSTTA	OT_ostta09g02730	CAID01000009;		
A0A1Y5I3C8	A0A1Y5I3C8_OSTTA	BE221DRAFT_164399	KZ155840;		
A0A090M5J4	A0A090M5J4_OSTTA	OT_ostta05g01740	CAID01000005;		
A0A1Y5I9H3	A0A1Y5I9H3_OSTTA	BE221DRAFT_79936	KZ155831;		
A0A090M8I4	A0A090M8I4_OSTTA	OT_ostta08g01590	CAID01000008;		
A0A1Y5INJ7	A0A1Y5INJ7_OSTTA	BE221DRAFT_166016	KZ155771;		
Q01EW0	Q01EW0_OSTTA	OT_ostta02g01090	CAID01000002;		
A0A1Y5I536	A0A1Y5I536_OSTTA	BE221DRAFT_201120	KZ155810;		
A0A090LYC9	A0A090LYC9_OSTTA	OT_ostta01g06160	CAID01000001;		
A0A096P7K9	A0A096P7K9_OSTTA	OT_ostta03g00730	CAID01000003;		
A0A1Y5HX52	A0A1Y5HX52_OSTTA	BE221DRAFT_104664	KZ155839;		
A0A090MEW1	A0A090MEW1_OSTTA	OT_ostta08g02820	CAID01000008;		
A0A090N4W0	A0A090N4W0_OSTTA	OT_ostta08g02320	CAID01000008;		
A0A090M3D5	A0A090M3D5_OSTTA	OT_ostta03g03410	CAID01000003;		
A0A1Y5IA12	A0A1Y5IA12_OSTTA	BE221DRAFT_192421	KZ155784;		
A0A1Y5ID78	A0A1Y5ID78_OSTTA	BE221DRAFT_75366	KZ155784;		
A0A1Y5I123	A0A1Y5I123_OSTTA	BE221DRAFT_80912	KZ155832;		
A0A096P8P2	A0A096P8P2_OSTTA	OT_ostta16g01950	CAID01000016;		
A0A1Y5INF1	A0A1Y5INF1_OSTTA	BE221DRAFT_69001	KZ155774;		
A0A096P801	A0A096P801_OSTTA	OT_ostta13g00830	CAID01000013;		
A0A096P7I9	A0A096P7I9_OSTTA	OT_ostta03g01080	CAID01000003;		
Q013H0	Q013H0_OSTTA	OT_ostta08g02280	CAID01000008;		
A0A1Y5IC17	A0A1Y5IC17_OSTTA	BE221DRAFT_53946	KZ155780;		
A0A090M8H2	A0A090M8H2_OSTTA	OT_ostta06g02650	CAID01000006;		
A0A096PAG8	A0A096PAG8_OSTTA	OT_ostta19g00430	CAID01000019;		
A0A090M234	A0A090M234_OSTTA	OT_ostta01g01830	CAID01000001;		
A0A1Y5I0V7	A0A1Y5I0V7_OSTTA	BE221DRAFT_216044	KZ155840;		
A0A090N494	A0A090N494_OSTTA	OT_ostta10g03140	CAID01000010;		
A0A096PBQ4	A0A096PBQ4_OSTTA	OT_ostta14g01160	CAID01000014;		
A0A096P9L3	A0A096P9L3_OSTTA	OT_ostta18g00245	CAID01000018;		
A0A090M694	A0A090M694_OSTTA	OT_ostta06g00220	CAID01000006;		
A0A090N3L4	A0A090N3L4_OSTTA	OT_ostta06g01840	CAID01000006;		
A0A090M5F2	A0A090M5F2_OSTTA	OT_ostta10g02370	CAID01000010;		
A0A096PBN6	A0A096PBN6_OSTTA	OT_ostta14g00880	CAID01000014;		
A0A1Y5IGY1	A0A1Y5IGY1_OSTTA	BE221DRAFT_70149	KZ155776;		
Q013U2	Q013U2_OSTTA	OT_ostta08g01030	CAID01000008;		
A0A090N4K5	A0A090N4K5_OSTTA	OT_ostta13g00460	CAID01000013;		
A0A1Y5I5Q8	A0A1Y5I5Q8_OSTTA	BE221DRAFT_80166	KZ155831;		
A0A090MB60	A0A090MB60_OSTTA	OT_ostta12g02840	CAID01000012;		
A0A096P9S5	A0A096P9S5_OSTTA	OT_ostta18g01100	CAID01000018;		
A0A090MBF4	A0A090MBF4_OSTTA	OT_ostta10g02230	CAID01000010;		
A0A1Y5IPR4	A0A1Y5IPR4_OSTTA	BE221DRAFT_188339	KZ155771;		
A0A090M3F1	A0A090M3F1_OSTTA	OT_ostta07g02450	CAID01000007;		
A0A454Y5I7	A0A454Y5I7_OSTTA	BE221DRAFT_65440	KZ155771;		
A0A090M3C7	A0A090M3C7_OSTTA	OT_ostta07g02620	CAID01000007;		
A0A090M2R9	A0A090M2R9_OSTTA	OT_ostta01g04950	CAID01000001;		
Q019Q2	Q019Q2_OSTTA	OT_ostta05g01200	CAID01000005;		
A0A096P7Z1	A0A096P7Z1_OSTTA	OT_ostta13g01290	CAID01000013;		
A0A1Y5IF07	A0A1Y5IF07_OSTTA	BE221DRAFT_6947	KZ155778;		
A0A1Y5I9N7	A0A1Y5I9N7_OSTTA	BE221DRAFT_78035	KZ155795;		
A0A090MBZ6	A0A090MBZ6_OSTTA	OT_ostta11g01470	CAID01000011;		
A0A1Y5IAN2	A0A1Y5IAN2_OSTTA	BE221DRAFT_52893	KZ155783;		
A0A1Y5IPT4	A0A1Y5IPT4_OSTTA	BE221DRAFT_143924	KZ155772;		
A0A1Y5ID30	A0A1Y5ID30_OSTTA	BE221DRAFT_74136	KZ155783;		
A0A1Y5IAX9	A0A1Y5IAX9_OSTTA	BE221DRAFT_199403	KZ155790;		
A0A090M6M7	A0A090M6M7_OSTTA	OT_ostta04g05460	CAID01000004;		
A0A096PBB0	A0A096PBB0_OSTTA	OT_ostta19g00100	CAID01000019;		
A0A1Y5I3Q6	A0A1Y5I3Q6_OSTTA	BE221DRAFT_62100	KZ155838;		
A0A090N3H8	A0A090N3H8_OSTTA	OT_ostta05g04520	CAID01000005;		
A0A454XJ43	A0A454XJ43_OSTTA	BE221DRAFT_190917	KZ155778;		
A0A1Y5I711	A0A1Y5I711_OSTTA	BE221DRAFT_206317	KZ155790;		
Q011J1	Q011J1_OSTTA	OT_ostta09g02780	CAID01000009;		
A0A1Y5IC15	A0A1Y5IC15_OSTTA	BE221DRAFT_192167	KZ155784;		
A0A096P964	A0A096P964_OSTTA	OT_ostta17g01500	CAID01000017;		
A0A1Y5IB41	A0A1Y5IB41_OSTTA	BE221DRAFT_166988	KZ155780;		
A0A1Y5IJT2	A0A1Y5IJT2_OSTTA	BE221DRAFT_197221	KZ155772;		
A0A096PA46	A0A096PA46_OSTTA	OT_ostta18g01970	CAID01000018;		
A0A096P7W7	A0A096P7W7_OSTTA	OT_ostta16g01210	CAID01000016;		
A0A090N465	A0A090N465_OSTTA	OT_ostta10g01210	CAID01000010;		
A0A1Y5IC25	A0A1Y5IC25_OSTTA	BE221DRAFT_10752	KZ155784;		
A0A1Y5IAB6	A0A1Y5IAB6_OSTTA	BE221DRAFT_192010	KZ155783;		
A0A1Y5I0V9	A0A1Y5I0V9_OSTTA	BE221DRAFT_195130	KZ155835;		
A0A1Y5IGI8	A0A1Y5IGI8_OSTTA	BE221DRAFT_68935	KZ155774;		
A0A454XL15	A0A454XL15_OSTTA	BE221DRAFT_142250	KZ155838;		
A0A1Y5IF02	A0A1Y5IF02_OSTTA	BE221DRAFT_190531	KZ155776;		
A0A1Y5IB13	A0A1Y5IB13_OSTTA	BE221DRAFT_191243	KZ155780;		
A0A1Y5I9Y1	A0A1Y5I9Y1_OSTTA	BE221DRAFT_192379	KZ155784;		
A0A1Y5I097	A0A1Y5I097_OSTTA	BE221DRAFT_81553	KZ155835;		
A0A1Y5IGI7	A0A1Y5IGI7_OSTTA	BE221DRAFT_190015	KZ155774;		
Q5SCB6	Q5SCB6_OSTTA	CycB	AY675098;		CycB
A0A090M5Y9	A0A090M5Y9_OSTTA	OT_ostta04g01720	CAID01000004;		
Q01DE4	Q01DE4_OSTTA	OT_ostta03g00090	CAID01000003;		
A0A090M0X4	A0A090M0X4_OSTTA	OT_ostta05g00910	CAID01000005;		
A0A096PBR7	A0A096PBR7_OSTTA	OT_ostta14g02140	CAID01000014;		
A0A1Y5I3H3	A0A1Y5I3H3_OSTTA	BE221DRAFT_35369	KZ155840;		
A0A1Y5I497	A0A1Y5I497_OSTTA	BE221DRAFT_193731	KZ155825;		
A0A1Y5ILB8	A0A1Y5ILB8_OSTTA	BE221DRAFT_67302	KZ155772;		
A0A1Y5IB49	A0A1Y5IB49_OSTTA	BE221DRAFT_192950	KZ155790;		
A0A096PAB8	A0A096PAB8_OSTTA	OT_ostta02g04600	CAID01000002;		
Q01DM4	Q01DM4_OSTTA	OT_ostta02g04640	CAID01000002;		
